Provincia,Partido,Localidad,ADSL,Cablemodem,Dial up,Fibra optica,Otros,Satelital,Wimax,Wireless,Total general
Buenos Aires,Villarino,Juan Cousté  (Est. Algarrobo),0,0,2,0,0,0,0,82,84
Buenos Aires,Villarino,Mayor Buratovich,134,0,0,499,0,0,0,0,633
Buenos Aires,Villarino,Médanos,417,375,2,0,0,0,0,103,897
Buenos Aires,Villarino,Pedro Luro,393,582,0,1664,1,0,0,550,3190
Buenos Aires,Villarino,Argerich,0,0,0,0,0,0,0,31,31
Buenos Aires,Villarino,Teniente Origone,0,0,0,0,0,0,0,16,16
Buenos Aires,Villarino,Country Los Medanos,0,0,0,0,0,0,0,267,267
Buenos Aires,Zárate,Lima,1,0,0,1,0,4,0,0,6
Buenos Aires,Zárate,Zárate,1941,25557,0,970,700,5,0,1525,30698
Buenos Aires,AMBA,OTROS,0,0,0,0,0,0,0,13,13
Caba,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,138753,1238196,2145,138548,29586,95,0,4603,1551926
Catamarca,Ambato,El Bolsón,0,0,0,0,0,2,0,0,2
Catamarca,Ambato,El Rodeo,0,0,0,0,0,1,0,152,153
Catamarca,Ambato,La Puerta,0,0,0,0,0,5,0,0,5
Catamarca,Ambato,Las Chacritas,0,0,0,0,0,1,0,0,1
Catamarca,Ambato,Los Varela,0,0,0,0,0,1,0,0,1
Catamarca,Ambato,Los Talas,0,0,0,0,0,0,0,66,66
Catamarca,Ancasti,Ancasti,0,0,0,0,0,1,0,0,1
Catamarca,Andalgalá,Andalgalá,821,0,0,144,1,2,0,203,1171
Catamarca,Andalgalá,Chaquiago,0,0,0,9,0,1,0,14,24
Catamarca,Andalgalá,El Potrero,0,0,0,13,0,0,0,0,13
Catamarca,Andalgalá,Aconquija,0,0,0,0,0,1,0,0,1
Catamarca,Andalgalá,El Alamito,0,0,0,0,0,0,0,20,20
Catamarca,Andalgalá,La Aguada,0,0,0,11,0,0,0,5,16
Catamarca,Andalgalá,La Mesada,0,0,0,1,0,0,0,0,1
Catamarca,Antofagasta de la Sierra,Antofagasta de la Sierra,0,0,0,0,0,10,0,0,10
Catamarca,Belén,Belén,0,0,0,0,0,6,0,30,36
Catamarca,Belén,Hualfín,0,0,0,0,0,1,0,0,1
Catamarca,Belén,Londres,0,0,0,0,0,1,0,20,21
Catamarca,Belén,El Durazno,0,0,0,0,0,2,0,0,2
Catamarca,Belén,Las Juntas,0,0,0,0,0,0,0,5,5
Catamarca,Capayán,Capayán,0,0,0,0,0,1,0,0,1
Catamarca,Capayán,Chumbicha,136,0,0,5,0,1,0,474,616
Catamarca,Capayán,Colonia del Valle,0,0,0,0,0,1,0,0,1
Catamarca,Capayán,Colonia Nueva Coneta,0,0,0,10,0,1,0,9,20
Catamarca,Capayán,Coneta,0,0,0,10,0,1,0,0,11
Catamarca,Capayán,Huillapima,0,0,0,5,0,2,0,9,16
Catamarca,Capayán,Miraflores,0,0,0,7,0,2,0,10,19
Catamarca,Capayán,San Martín,0,0,0,0,0,7,0,0,7
Catamarca,Capayán,Los Angeles,0,0,0,0,0,0,0,5,5
Catamarca,Capital,El Pantanillo,5,21,0,2,0,2,0,0,30
Catamarca,Capital,San Fernando del Valle de Catamarca,7262,10964,1,39895,0,1,0,14,58137
Catamarca,El Alto,El Alto,0,0,0,0,0,1,0,28,29
Catamarca,El Alto,Tapso,0,0,0,0,0,1,0,0,1
Catamarca,La Paz,Icaño,0,0,0,0,0,1,0,0,1
Catamarca,La Paz,Recreo,171,13,0,1561,0,1,0,5,1751
Catamarca,La Paz,San Antonio,0,0,0,0,0,0,0,26,26
Catamarca,La Paz,Quirós,0,0,0,0,0,0,0,27,27
Catamarca,Paclín,La Merced,71,0,0,0,0,4,0,5,80
Catamarca,Paclín,La Viña,0,0,0,0,0,0,0,10,10
Catamarca,Paclín,Las Lajas,0,0,0,0,0,1,0,0,1
Catamarca,Paclín,San Antonio,0,0,0,0,0,1,0,7,8
Catamarca,Pomán,Mutquin,0,0,0,0,0,1,0,0,1
Catamarca,Pomán,Pomán,0,0,0,0,0,2,0,0,2
Catamarca,Pomán,San Miguel,0,0,0,0,0,0,0,7,7
Catamarca,Pomán,Saujil,0,0,0,0,0,1,0,169,170
Catamarca,Pomán,Siján,0,0,0,0,0,1,0,0,1
Catamarca,Pomán,Colpes,0,0,0,0,0,0,0,16,16
Catamarca,Santa María,La Loma,0,0,0,0,0,1,0,0,1
Catamarca,Santa María,San José,0,0,0,0,0,1,0,0,1
Catamarca,Santa María,Santa María,0,0,0,0,2151,1,0,0,2152
Catamarca,Santa Rosa,Alijilán,0,0,0,0,0,2,0,0,2
Catamarca,Santa Rosa,Bañado de Ovanta,0,0,0,0,0,1,0,0,1
Catamarca,Santa Rosa,Lavalle,0,0,0,0,0,1,0,0,1
Catamarca,Santa Rosa,Los Altos,0,0,0,0,0,1,0,6,7
Catamarca,Tinogasta,Fiambalá,0,0,0,8,0,3,0,7,18
Catamarca,Tinogasta,Tinogasta,486,0,0,1828,0,2,0,0,2316
Catamarca,Valle Viejo,El Portezuelo,0,0,0,0,0,6,0,0,6
Catamarca,Valle Viejo,San Isidro,0,0,0,2697,0,0,0,5,2702
Catamarca,Valle Viejo,Santa Rosa,0,0,0,759,0,0,0,5,764
Catamarca,Valle Viejo,Villa Dolores,0,0,0,103,0,0,0,5,108
Catamarca,Valle Viejo,Sumalao,0,0,0,1,0,0,0,5,6
Catamarca,Valle Viejo,Polcos,0,0,0,213,0,0,0,0,213
Catamarca,Valle Viejo,Pozo Del Mistol,0,0,0,18,0,0,0,0,18
Catamarca,Valle Viejo,El Bañado,0,0,0,7,0,0,0,0,7
Catamarca,Fray Mamerto Esquiú,San Antonio,0,0,0,4,0,0,0,0,4
Catamarca,Fray Mamerto Esquiú,Villa Las Pirquitas,0,0,0,0,0,1,0,0,1
Catamarca,Fray Mamerto Esquiú,La Carrera,0,0,0,0,0,1,0,0,1
Catamarca,Fray Mamerto Esquiú,El Hueco,0,0,0,26,0,0,0,0,26
Catamarca,Fray Mamerto Esquiú,La Falda De San Antonio,0,0,0,0,0,0,0,5,5
Catamarca,Fray Mamerto Esquiú,La Tercena,0,0,0,0,0,0,0,5,5
Chaco,12 de Octubre,Gancedo,0,0,0,26,0,2,0,103,131
Chaco,12 de Octubre,General Pinedo,182,0,0,538,0,2,0,1,723
Chaco,1º de Mayo,Colonia Benítez,136,0,0,11,0,1,0,2,150
Chaco,1º de Mayo,Margarita Belén,337,0,0,0,0,0,0,261,598
Chaco,2 de Abril,Hermoso Campo,0,28,0,203,0,1,0,0,232
Chaco,2 de Abril,Itín,0,0,0,38,478,0,0,0,516
Chaco,25 de Mayo,Colonia Aborigen,0,0,0,0,0,0,0,46,46
Chaco,25 de Mayo,Machagai,334,358,0,45,0,0,0,269,1006
Chaco,9 de Julio,Las Breñas,1226,0,0,74,0,1,0,0,1301
Chaco,Almirante Brown,Concepción del Bermejo,0,0,0,373,0,2,0,230,605
Chaco,Almirante Brown,Los Frentones,0,0,0,344,0,1,0,0,345
Chaco,Almirante Brown,Pampa del Infierno,0,0,0,1375,0,5,0,65,1445
Chaco,Almirante Brown,Taco Pozo,0,0,0,416,0,4,0,0,420
Chaco,Bermejo,General Vedia,141,0,0,30,0,1,0,155,327
Chaco,Bermejo,Isla del Cerrito,0,0,0,0,0,1,0,0,1
Chaco,Bermejo,La Leonesa,518,0,0,0,0,0,0,228,746
Chaco,Bermejo,Las Palmas,0,0,0,46,0,1,0,296,343
Chaco,Bermejo,Puerto Bermejo Nuevo,0,0,0,14,0,0,0,78,92
Chaco,Bermejo,Puerto Eva Perón,0,0,0,15,0,1,0,41,57
Chaco,Chacabuco,Charata,1812,0,0,1277,0,2,0,230,3321
Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña,3176,129,0,6501,24,2,0,116,9948
Chaco,Fray Justo Santa María De Oro,Chorotis,0,0,0,0,25,0,0,0,25
Chaco,Fray Justo Santa María De Oro,OTROS,0,0,0,0,60,0,0,0,60
Chaco,Fray Justo Santa María De Oro,Santa Sylvina,0,32,0,0,950,1,0,0,983
Chaco,General Belgrano,Corzuela,156,0,0,48,0,1,0,28,233
Chaco,General Donovan,La Escondida,50,272,0,189,0,2,0,0,513
Chaco,General Donovan,La Verde,14,0,0,39,460,2,0,0,515
Chaco,General Donovan,Lapachito,1,0,0,61,0,0,0,0,62
Chaco,General Donovan,Makallé,35,427,0,0,12,1,0,0,475
Chaco,General Güemes,El Espinillo,0,0,0,0,0,1,0,0,1
Chaco,General Güemes,El Sauzal,0,0,0,0,0,2,0,62,64
Chaco,General Güemes,El Sauzalito,0,0,0,0,0,1,0,0,1
Chaco,General Güemes,Fortín Lavalle,0,0,0,0,0,0,0,36,36
Chaco,General Güemes,Fuerte Esperanza,0,0,0,8,0,2,0,0,10
Chaco,General Güemes,Juan José Castelli,542,0,0,294,0,0,0,690,1526
Chaco,General Güemes,Miraflores,0,0,0,0,0,0,0,630,630
Chaco,General Güemes,Nueva Pompeya,0,0,0,1,0,3,0,308,312
Chaco,General Güemes,Villa Río Bermejito,4,0,0,194,0,2,0,222,422
Chaco,General Güemes,Wichi,0,0,0,0,0,2,0,91,93
Chaco,Independencia,Avia Terai,80,0,0,42,0,1,0,1,124
Chaco,Independencia,Campo Largo,120,0,0,482,3,0,0,0,605
Chaco,Libertad,Laguna Blanca,0,0,0,0,0,2,0,6,8
Chaco,Libertad,Puerto Tirol,500,1,0,375,0,0,0,73,949
Chaco,Libertad,Colonia Popular,0,0,0,0,0,0,0,5,5
Chaco,Libertador General San Martín,Ciervo Petiso,0,0,0,0,46,1,0,0,47
Chaco,Libertador General San Martín,General José de San Martín,465,1053,0,5092,0,0,0,450,7060
Chaco,Libertador General San Martín,La Eduvigis,0,0,0,0,0,1,0,0,1
Chaco,Libertador General San Martín,Laguna Limpia,0,0,0,0,0,0,0,81,81
Chaco,Libertador General San Martín,Pampa Almirón,0,0,0,26,0,0,0,27,53
Chaco,Libertador General San Martín,Pampa del Indio,0,0,0,25,0,2,0,515,542
Chaco,Libertador General San Martín,Presidencia Roca,0,0,0,13,0,2,0,119,134
Chaco,Maipú,Tres Isletas,414,0,0,0,0,0,0,77,491
Chaco,Mayor Luis J. Fontana,Coronel Du Graty,122,73,0,264,0,1,0,516,976
Chaco,Mayor Luis J. Fontana,Enrique Urién,0,0,0,37,0,0,0,0,37
Chaco,Mayor Luis J. Fontana,Villa Angela,2515,1,0,852,0,0,0,406,3774
Chaco,O Higgins,La Clotilde,0,32,0,78,116,1,0,0,227
Chaco,O Higgins,La Tigra,1,0,0,0,252,1,0,0,254
Chaco,O Higgins,San Bernardo,147,0,0,14,38,3,0,0,202
Chaco,OTROS,OTROS,0,0,0,0,24,0,0,0,24
Chaco,Presidencia de la Plaza,Presidencia de la Plaza,196,550,0,58,0,0,0,1,805
Chaco,Quitilipi,Quitilipi,813,0,0,69,0,0,0,123,1005
Chaco,Quitilipi,Villa El Palmar,0,0,0,0,0,0,0,43,43
Chaco,San Fernando,Barranqueras,115,3867,0,146,0,0,0,15,4143
Chaco,San Fernando,Basail,97,67,0,0,0,1,0,57,222
Chaco,San Fernando,Fontana,0,0,0,110,0,0,0,147,257
Chaco,San Fernando,OTROS,0,0,0,0,0,3,0,0,3
Chaco,San Fernando,Puerto Vilelas,0,0,0,9,0,1,0,0,10
Chaco,San Fernando,Resistencia,10333,54375,5,26973,2,6,0,193,91887
Chaco,San Lorenzo,Samuhú,0,0,0,0,0,1,0,0,1
Chaco,San Lorenzo,Villa Berthet,0,0,0,32,0,1,0,755,788
Chaco,Sargento Cabral,Capitán Solari,0,0,0,81,0,0,0,30,111
Chaco,Sargento Cabral,Colonia Elisa,0,0,0,0,0,2,0,0,2
Chaco,Sargento Cabral,Colonias Unidas,0,0,0,320,0,0,0,15,335
Chaco,Sargento Cabral,Las Garcitas,0,0,0,0,0,1,0,114,115
Chaco,Tapenagá,Charadai,0,0,0,27,0,1,0,0,28
Chubut,Biedma,Arroyo Verde,0,0,0,0,0,3,0,0,3
Chubut,Biedma,Puerto Madryn,3648,24546,200,3781,5283,11,0,2756,40225
Chubut,Biedma,Puerto Pirámide,0,0,0,0,0,1,0,37,38
Chubut,Biedma,Quinta El Mirador,0,0,0,0,0,0,0,22,22
Chubut,Biedma,Reserva Area Protegida El Doradillo,0,0,0,0,0,0,0,127,127
Chubut,Cushamen,Cholila,0,0,1,0,0,1,0,0,2
Chubut,Cushamen,El Hoyo,174,0,0,485,0,0,0,712,1371
Chubut,Cushamen,Epuyén,1184,0,0,0,0,0,0,0,1184
Chubut,Cushamen,Gualjaina,0,0,0,0,0,2,0,0,2
Chubut,Cushamen,Lago Puelo,290,0,0,134,0,0,0,729,1153
Chubut,Cushamen,Leleque,0,0,0,0,0,3,0,0,3
Chubut,Cushamen,El Maitén,0,0,0,0,0,0,0,625,625
Chubut,Escalante,Comodoro Rivadavia,19602,13126,248,1739,336,43,0,16687,51781
Chubut,Escalante,Diadema Argentina,0,0,0,0,0,0,0,328,328
Chubut,Escalante,Rada Tilly,1143,1,34,1206,54,0,0,418,2856
Chubut,Escalante,Acceso Norte,0,0,0,0,0,2,0,0,2
Chubut,Escalante,Barrio Caleta Cordova,0,0,0,0,0,2,0,0,2
Chubut,Escalante,Km. 11 - Cuarteles,0,0,0,0,0,1,0,0,1
Chubut,Florentino Ameghino,Camarones,0,0,0,0,0,1,0,208,209
Chubut,Florentino Ameghino,Garayalde,0,0,0,0,0,0,0,3,3
Chubut,Futaleufú,Corcovado,0,0,1,0,0,2,0,0,3
Chubut,Futaleufú,Esquel,7142,1522,40,0,0,3,0,4498,13205
Chubut,Futaleufú,Los Cipreses,0,0,0,0,0,1,0,0,1
Chubut,Futaleufú,Trevelín,472,0,19,0,18,1,0,536,1046
Chubut,Futaleufú,Villa Futalaufquen,0,0,0,0,0,9,0,0,9
Chubut,Futaleufú,Lago Rosario,0,0,0,0,0,1,0,0,1
Chubut,Gaiman,28 de Julio,0,0,0,12,1,1,0,0,14
Chubut,Gaiman,Dolavon,0,0,3,55,50,1,0,0,109
Chubut,Gaiman,Gaiman,223,0,15,90,658,2,0,0,988
Chubut,Gaiman,OTROS,0,0,0,0,0,14,0,0,14
Chubut,Gastre,Blancuntre,0,0,0,0,0,1,0,0,1
Chubut,Gastre,El Escorial,0,0,0,0,0,1,0,0,1
Chubut,Gastre,Lagunita Salada,0,0,0,0,0,1,0,7,8
Chubut,Gastre,Yala Laubat,0,0,0,0,0,1,0,0,1
Chubut,Gastre,Gastre,0,0,0,0,0,0,0,103,103
Chubut,Languiñeo,Aldea Epulef,0,0,0,0,0,1,0,5,6
Chubut,Languiñeo,Carrenleufú,0,0,0,0,0,1,0,0,1
Chubut,Languiñeo,Colan Conhue,0,0,0,0,0,1,0,4,5
Chubut,Languiñeo,Paso del Sapo,0,0,0,0,0,2,0,30,32
Chubut,Languiñeo,Tecka,0,0,0,0,0,1,0,0,1
Chubut,Mártires,El Mirasol,0,0,0,0,0,1,0,0,1
Chubut,Mártires,Las Plumas,0,0,0,0,0,1,0,0,1
Chubut,Paso de Indios,Cerro Cóndor,0,1,0,0,0,1,0,0,2
Chubut,Paso de Indios,Los Altares,0,0,0,0,0,1,0,2,3
Chubut,Paso de Indios,Paso de Indios,0,0,0,0,0,1,0,0,1
Chubut,Rawson,Playa Unión,675,209,12,101,1,0,0,421,1419
Chubut,Rawson,Rawson,1747,8805,41,774,300,1,0,343,12011
Chubut,Rawson,Trelew,6877,23996,287,722,1094,3,0,1130,34109
Chubut,Rawson,Playa Magagna,0,1700,0,0,0,0,0,3,1703
Chubut,Río Senguer,Aldea Apeleg,0,0,0,0,0,1,0,1,2
Chubut,Río Senguer,Aldea Beleiro,0,0,0,0,0,2,0,0,2
Chubut,Río Senguer,Alto Río Senguer,0,0,1,0,0,2,0,1,4
Chubut,Río Senguer,Doctor Ricardo Rojas,0,0,0,0,0,1,0,0,1
Chubut,Río Senguer,Facundo,0,0,0,0,0,1,0,41,42
Chubut,Río Senguer,Lago Blanco,0,0,0,0,0,1,0,0,1
Chubut,Río Senguer,Río Mayo,140,0,0,4,0,3,0,621,768
Chubut,Sarmiento,Buen Pasto,0,0,0,0,0,1,0,0,1
Chubut,Sarmiento,SARMIENTO,2133,1,0,712,0,2,0,270,3118
Chubut,Tehuelches,Gobernador Costa,0,0,1,0,0,0,0,0,1
Chubut,Tehuelches,José de San Martín,0,0,0,0,0,1,0,0,1
Chubut,Tehuelches,Río Pico,0,0,1,0,0,2,0,0,3
Chubut,Telsen,Gan Gan,0,0,0,0,1,1,0,11,13
Chubut,Telsen,Telsen,0,16,0,0,0,8,0,42,66
Cordoba,Calamuchita,Amboy,0,0,0,0,0,0,0,19,19
Cordoba,Calamuchita,Cañada del Sauce,1,0,0,0,0,0,0,0,1
Cordoba,Calamuchita,Capilla Vieja,0,0,0,0,0,0,0,5,5
Cordoba,Calamuchita,El Corcovado - El Torreón,52,0,0,0,0,0,0,30,82
Cordoba,Calamuchita,Embalse,0,0,0,1533,0,1,0,1942,3476
Cordoba,Calamuchita,La Cruz,10,0,0,0,0,0,0,383,393
Cordoba,Calamuchita,La Cumbrecita,0,0,0,0,0,0,0,250,250
Cordoba,Calamuchita,Las Bajadas,0,0,0,0,0,0,0,28,28
Cordoba,Calamuchita,Los Cóndores,423,0,0,0,0,1,0,516,940
Cordoba,Calamuchita,Los Molinos,0,0,0,0,0,0,0,44,44
Cordoba,Calamuchita,Los Reartes,29,0,0,490,0,1,0,456,976
Cordoba,Calamuchita,Parque Calmayo,0,0,0,0,0,0,0,36,36
Cordoba,Calamuchita,San Agustín,110,0,0,0,0,0,0,1,111
Cordoba,Calamuchita,San Ignacio (Loteo San Javier),0,0,0,0,0,0,0,11,11
Cordoba,Calamuchita,Santa Rosa de Calamuchita,1272,1426,0,194,0,0,0,3161,6053
Cordoba,Calamuchita,Villa Alpina,0,0,0,0,0,0,0,2,2
Cordoba,Calamuchita,Villa Amancay,0,0,0,0,0,0,0,39,39
Cordoba,Calamuchita,Villa Berna,31,0,0,0,0,0,0,6,37
Cordoba,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),0,0,0,0,0,0,0,252,252
Cordoba,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),0,0,0,0,0,0,0,8,8
Cordoba,Calamuchita,Villa del Dique,555,0,0,256,128,0,0,947,1886
Cordoba,Calamuchita,Villa General Belgrano,0,31,0,0,0,1,0,1068,1100
Cordoba,Calamuchita,Villa Quillinzo,0,0,0,0,0,0,0,124,124
Cordoba,Calamuchita,Villa Rumipal,0,0,0,47,0,0,0,974,1021
Cordoba,Calamuchita,Villa San Miguel,0,0,0,0,0,0,0,5,5
Cordoba,Calamuchita,Villa Yacanto,0,0,0,0,0,0,0,7,7
Cordoba,Calamuchita,Las Caleras,0,0,0,0,0,0,0,7,7
Cordoba,Calamuchita,San Ignacio (Loteo Vélez Crespo),0,0,0,0,0,0,0,9,9
Cordoba,Calamuchita,Segunda Usina,0,0,0,0,0,0,0,67,67
Cordoba,Calamuchita,Río de los Sauces,0,0,0,0,0,0,0,2,2
Cordoba,Calamuchita,Villa Ciudad Parque Los Reartes,0,400,0,0,0,0,0,0,400
Cordoba,Capital,Córdoba,47778,218599,44,222066,1218,11,0,4270,493986
Cordoba,Capital,OTROS,0,0,0,0,0,0,0,695,695
Cordoba,Colón,Agua de Oro,370,0,0,65,0,0,0,65,500
Cordoba,Colón,Ascochinga,121,0,0,1,0,0,0,0,122
Cordoba,Colón,Colonia Caroya,1056,492,0,6263,0,0,0,39,7850
Cordoba,Colón,El Manzano,125,0,0,0,0,0,0,20,145
Cordoba,Colón,General Paz,161,0,0,0,0,0,0,0,161
Cordoba,Colón,Jesús María,1036,3704,0,6647,0,0,0,18,11405
Cordoba,Colón,La Calera,1104,6632,0,1417,316,1,0,496,9966
Cordoba,Colón,La Granja,433,0,0,1,0,0,0,26,460
Cordoba,Colón,Los Molles,0,0,0,0,0,2,0,0,2
Cordoba,Colón,Malvinas Argentinas,1025,0,0,318,0,0,0,229,1572
Cordoba,Colón,Mendiolaza,792,2546,0,868,2,0,0,215,4423
Cordoba,Colón,OTROS,0,0,0,0,0,0,0,287,287
Cordoba,Colón,Pajas Blancas,0,0,0,0,0,0,0,19,19
Cordoba,Colón,Río Ceballos,1009,5616,0,6,1,3,0,444,7079
Cordoba,Colón,Saldán,57,3756,0,73,0,0,0,271,4157
Cordoba,Colón,Salsipuedes,891,484,0,9,0,0,0,387,1771
Cordoba,Colón,Unquillo,2127,889,0,1301,0,0,0,603,4920
Cordoba,Colón,Villa Allende,1,6397,0,1907,4,0,0,484,8793
Cordoba,Colón,Villa Cerro Azul,75,0,0,0,0,0,0,20,95
Cordoba,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,350,0,0,0,0,1,0,0,351
Cordoba,Colón,Villa Los Llanos - Juárez Celman,488,0,0,499,0,0,0,360,1347
Cordoba,Colón,Dumesnil,0,0,0,33,0,0,0,0,33
Cordoba,Colón,Mi Granja,0,0,0,4,0,0,0,0,4
Cordoba,Colón,Colonia Tirolesa,1596,0,0,0,0,0,0,0,1596
Cordoba,Cruz del Eje,Alto de los Quebrachos,0,0,0,0,6,0,0,1,7
Cordoba,Cruz del Eje,Bañado de Soto,0,0,0,0,0,0,0,8,8
Cordoba,Cruz del Eje,Canteras Quilpo,0,0,0,0,0,0,0,2,2
Cordoba,Cruz del Eje,Cruz de Caña,0,0,0,0,0,0,0,2,2
Cordoba,Cruz del Eje,Cruz del Eje,1266,1733,0,3058,0,0,0,575,6632
Cordoba,Cruz del Eje,El Brete,0,0,0,1,0,0,0,65,66
Cordoba,Cruz del Eje,Guanaco Muerto,0,0,0,0,0,0,0,17,17
Cordoba,Cruz del Eje,La Banda,0,0,0,0,0,1,0,0,1
Cordoba,Cruz del Eje,La Batea,0,0,0,0,0,0,0,1,1
Cordoba,Cruz del Eje,La Higuera,15,0,0,0,0,0,0,2,17
Cordoba,Cruz del Eje,Las Playas,0,0,0,1,0,0,0,176,177
Cordoba,Cruz del Eje,Los Chañaritos,0,0,0,1,0,0,0,9,10
Cordoba,Cruz del Eje,Media Naranja,0,0,0,0,0,0,0,60,60
Cordoba,Cruz del Eje,Paso Viejo,68,0,0,0,0,0,0,36,104
Cordoba,Cruz del Eje,San Marcos Sierra,0,16,0,429,0,0,0,199,644
Cordoba,Cruz del Eje,Serrezuela,92,0,0,10,0,0,0,2,104
Cordoba,Cruz del Eje,Tuclame,0,0,0,0,0,0,0,13,13
Cordoba,Cruz del Eje,Villa de Soto,584,0,0,562,0,2,0,251,1399
Cordoba,General Roca,Del Campillo,751,0,0,490,0,1,0,0,1242
Cordoba,General Roca,Hipólito Bouchard,0,0,0,0,0,1,0,0,1
Cordoba,General Roca,Huinca Renancó,572,0,1,1294,0,0,0,1097,2964
Cordoba,General Roca,ITALÓ,0,0,0,0,171,0,0,0,171
Cordoba,General Roca,Nicolás Bruzzone,0,0,0,0,0,0,0,91,91
Cordoba,General Roca,PINCÉN,0,0,0,0,9,0,0,0,9
Cordoba,General Roca,Villa Huidobro,0,789,10,2,0,1,0,1099,1901
Cordoba,General Roca,Villa Valeria,678,0,0,0,0,1,0,241,920
Cordoba,General Roca,Santa Magdalena (Est. Jovita),0,1666,0,37,0,0,0,82,1785
Cordoba,General San Martín,Arroyo Cabral,4,393,0,2,0,1,0,276,676
Cordoba,General San Martín,Ausonia,0,0,0,1,0,0,0,1,2
Cordoba,General San Martín,Chazón,0,405,0,0,4,0,0,0,409
Cordoba,General San Martín,Etruria,31,1,0,0,2,1,0,0,35
Cordoba,General San Martín,La Laguna,524,0,0,0,0,0,0,0,524
Cordoba,General San Martín,La Playosa,650,0,0,0,0,1,0,69,720
Cordoba,General San Martín,Pasco,0,0,0,1,0,0,0,0,1
Cordoba,General San Martín,Silvio Pellico,150,0,0,0,0,0,0,65,215
Cordoba,General San Martín,Ticino,0,663,0,6,0,3,0,0,672
Cordoba,General San Martín,Tío Pujio,565,0,0,2,0,0,0,53,620
Cordoba,General San Martín,Villa María,2205,15333,0,11557,0,2,0,1438,30535
Cordoba,General San Martín,Villa Nueva,912,2242,0,1163,1,1,0,882,5201
Cordoba,General San Martín,Arroyo Algodón,159,0,0,1,0,0,0,226,386
Cordoba,General San Martín,La Palestina,0,0,0,0,0,0,0,1,1
Cordoba,Ischilín,Chuña,0,0,0,0,0,2,0,102,104
Cordoba,Ischilín,Copacabana,0,0,0,0,0,0,0,12,12
Cordoba,Ischilín,Deán Funes,1836,1932,0,740,0,1,0,0,4509
Cordoba,Ischilín,Esquina del Alambre,0,0,0,0,0,0,0,1,1
Cordoba,Ischilín,Olivares de San Nicolás,0,0,0,0,0,0,0,1,1
Cordoba,Ischilín,Quilino,196,0,0,86,0,0,0,0,282
Cordoba,Ischilín,Villa Quilino,0,0,0,30,0,0,0,0,30
Cordoba,Juárez Celman,Alejandro Roca (Est. Alejandro),414,0,0,0,0,0,0,280,694
Cordoba,Juárez Celman,Bengolea,0,0,0,269,0,0,0,0,269
Cordoba,Juárez Celman,Carnerillo,129,0,0,507,23,1,0,222,882
Cordoba,Juárez Celman,Charras,0,0,0,1,0,0,0,12,13
Cordoba,Juárez Celman,General Cabrera,886,0,0,0,0,0,0,0,886
Cordoba,Juárez Celman,General Deheza,8,1281,0,3464,0,0,0,0,4753
Cordoba,Juárez Celman,Huanchillas,0,0,0,11,0,0,0,0,11
Cordoba,Juárez Celman,La Carlota,908,0,0,0,0,0,0,0,908
Cordoba,Juárez Celman,Los Cisnes,2,0,0,208,0,0,0,39,249
Cordoba,Juárez Celman,Olaeta,0,65,0,0,0,0,0,0,65
Cordoba,Juárez Celman,Santa Eufemia,0,637,0,0,0,1,0,57,695
Cordoba,Juárez Celman,Ucacha,126,1747,0,1,0,0,0,59,1933
Cordoba,Juárez Celman,Villa Reducción,0,0,0,0,0,0,0,232,232
Cordoba,Marcos Juárez,Alejo Ledesma,0,0,0,1,0,3,0,79,83
Cordoba,Marcos Juárez,Arias,448,0,0,0,0,0,0,0,448
Cordoba,Marcos Juárez,Camilo Aldao,1152,0,0,0,0,1,0,0,1153
Cordoba,Marcos Juárez,Colonia Italiana,0,158,0,0,31,0,0,10,199
Cordoba,Marcos Juárez,Corral de Bustos,742,4591,0,1027,1790,0,0,48,8198
Cordoba,Marcos Juárez,Cruz Alta,652,0,0,1,0,1,0,1,655
Cordoba,Marcos Juárez,General Baldissera,451,0,0,0,0,1,0,0,452
Cordoba,Marcos Juárez,General Roca,1183,0,0,1,0,2,0,0,1186
Cordoba,Marcos Juárez,Guatimozín,811,0,0,0,593,1,0,23,1428
Cordoba,Marcos Juárez,Inriville,220,0,0,0,0,0,0,89,309
Cordoba,Marcos Juárez,Isla Verde,613,262,0,82,0,0,0,0,957
Cordoba,Marcos Juárez,Leones,162,2558,0,1,0,0,0,23,2744
Cordoba,Marcos Juárez,Los Surgentes,757,0,0,6,0,1,0,0,764
Cordoba,Marcos Juárez,Marcos Juárez,385,10215,0,4,0,0,0,240,10844
Cordoba,Marcos Juárez,Monte Buey,1563,0,0,0,0,0,0,0,1563
Cordoba,Marcos Juárez,Villa Elisa,1031,0,12,0,0,0,0,0,1043
Cordoba,Marcos Juárez,Saira,255,0,0,0,0,0,0,0,255
Cordoba,Marcos Juárez,Capitán General Bernardo O'Higgins,0,0,0,30,0,0,0,143,173
Cordoba,Marcos Juárez,Cavanagh,0,0,0,0,0,0,0,322,322
Cordoba,Minas,Ciénaga del Coro,0,0,0,1,0,0,0,64,65
Cordoba,Minas,La Playa,0,0,0,0,0,0,0,53,53
Cordoba,Minas,San Carlos Minas,201,0,0,2,0,0,0,290,493
